SID000000 "Loan Confirmed"
SID004994 "%s Leaving F1"
SID004995 "Commercial Manager"
SID004996 "%s is to pull out of F1 at the end of this season."
SID004997 "OFF TRACK"
SID004998 "%s has announced plans to enter Formula One."
SID004999 "BLANK CHEQUE"
SID005000 "3.295"
SID005001 "2.667"
SID005002 "2.645"
SID005003 "3.061"
SID005004 "2.937"
SID005005 "2.092"
SID005006 "2.747"
SID005007 "2.639"
SID005008 "3.193"
SID005009 "2.684"
SID005010 "4.240"
SID005011 "2.468"
SID005012 "4.329"
SID005013 "3.585"
SID005014 "2.831"
SID005015 "3.641"
SID005016 "5.303"
SID005017 "4.292"
SID005018 "4.256"
SID005019 "4.927"
SID005020 "4.726"
SID005021 "3.367"
SID005022 "4.421"
SID005023 "4.247"
SID005024 "5.138"
SID005025 "4.319"
SID005026 "6.823"
SID005027 "3.972"
SID005028 "6.968"
SID005029 "5.770"
SID005030 "4.556"
SID005031 "5.860"
SID005032 "191.117"
SID005033 "192.018"
SID005034 "190.418"
SID005035 "189.782"
SID005036 "190.882"
SID005037 "163.186"
SID005038 "189.548"
SID005039 "187.383"
SID005040 "191.566"
SID005041 "190.543"
SID005042 "190.782"
SID005043 "190.036"
SID005044 "190.498"
SID005045 "189.858"
SID005046 "189.664"
SID005047 "185.708"
SID005048 "307.574"
SID005049 "309.024"
SID005050 "306.449"
SID005051 "305.443"
SID005052 "307.196"
SID005053 "262.626"
SID005054 "305.049"
SID005055 "301.564"
SID005056 "308.296"
SID005057 "306.649"
SID005058 "307.035"
SID005059 "305.844"
SID005060 "306.577"
SID005061 "305.548"
SID005062 "305.235"
SID005063 "298.868"
SID005064 "Ambient Light:- %d"
SID005065 "Light 3 RGB:- r=%f, g=%f, b=%f"
SID005066 "Light type =D3DLIGHT_POINT"
SID005067 "Light type =D3DLIGHT_SPOT"
SID005068 "Light type =D3DLIGHT_DIRECTIONAL"
SID005069 "Light type =D3DLIGHT_PARALLELPOINT"
SID005070 "Light 1 RGB:- r=%f, g=%f, b=%f"
SID005071 "Light type =D3DLIGHT_POINT"
SID005072 "Light type =D3DLIGHT_SPOT"
SID005073 "Light type =D3DLIGHT_DIRECTIONAL"
SID005074 "Light type =D3DLIGHT_PARALLELPOINT"
SID005075 "Light 2 RGB:- r=%f, g=%f, b=%f"
SID005076 "Light type =D3DLIGHT_POINT"
SID005077 "Light type =D3DLIGHT_SPOT"
SID005078 "Light type =D3DLIGHT_DIRECTIONAL"
SID005079 "Light type =D3DLIGHT_PARALLELPOINT"
SID005080 "Ed Debug: .overtaking >50"
SID005081 "o"
SID005082 "l"
SID005083 "r"
SID005084 "a"
SID005085 "b"
SID005086 "Trk:"
SID005087 "%s Mouse X = %d Y = %d"
SID005088 "Cam View Y <<<<1>>>> = %f"
SID005089 "Cam View Z <<<<1>>>> = %f"
SID005090 "Cam Pos  Y <<<<1>>>> = %f"
SID005091 "Cam Pos  Z <<<<1>>>> = %f"
SID005092 "FOV      X     <<<<1>>>> = %f"
SID005093 "FOV      Y     <<<<1>>>> = %f"
SID005094 "Car      Z      <<<<1>>>> = %f"
SID005095 "Car Rot Y    <<<<1>>>> = %f"
SID005096 "Edit Camera View: %f"
SID005097 "Edit Camera Pos: %f"
SID005098 "Edit Camera UpVec: %f"
SID005099 "Edit Car: %f Point %d of %d Spd %f Y %f"
SID005100 "Zoom+ Zoom-      CamX=ViewX  ViewX=CamX"
SID005101 "Marker: Delete  Load  Save ShowToggle"
SID005102 "Marker: Prev  Next  Add"
SID005103 "Marker: X <<<<1>>>>"
SID005104 "Marker: Z <<<<1>>>>"
SID005105 "C Speed:  <<<<1>>>>         Mass Speed Update"
SID005106 "Key - R change Edit mode, F5 Save, U Load."
SID005107 "F8 Mark Point, 1 Run, F11 Other Windows."
SID005108 "F7 Replace Point, F9 Delete point, O,P,9 Move to points."
SID005109 "G Gridlines, T Ghost Cars, XRot A,Z YRot S,X ZRot D,C."
SID005110 "QWE Clear Rot, 3,4 Edit Amount 5,6 Car speed."
SID005111 "Drive - Arrow Forward plus Left and Right."
SID005112 "BACK Wireframe DEL Plan view."
SID005113 "Keypad - 8,2 is Y 4,6 is X 1,3 is Z +,- next frame."
SID005114 "Increase MAX_MODES"
SID005115 "%ld x %ld x %ld"
SID005116 "Increase MAX_DEVICES"
SID005117 "Can't create DDraw during enumeration!"
SID005118 "Can't query IDirectDraw4 during enumeration!"
SID005119 "Can't query IDirect3D3 during enumeration!"
SID005120 "Increase MAX_DRIVERS"
SID005121 "DDRAW.DLL"
SID005122 "Can't load DDRAW.DLL!"
SID005123 "DirectDrawEnumerateExA"
SID005124 "Error: D3DDevice object is still referenced!"
SID005125 "Error: DDraw object is still referenced!"
SID005126 "Passed CreateDDAndD3D."
SID005127 "Passed CreateBuffers."
SID005128 "Passed CreateZBuffer."
SID005129 "Passed CreateStatic."
SID005130 "Passed CreateStatic2."
SID005131 "Passed CreateStatic3."
SID005132 "Passed Create3DDevice."
SID005133 "Passed CreateViewport."
SID005134 "Could not create DirectDraw"
SID005135 "Couldn't query for DirectDraw4"
SID005136 "Couldn't set coop level"
SID005137 "Couldn't query the Direct3D interface"
SID005138 "Couldn't find the specified device"
SID005139 "Device doesn't support requested zbuffer format"
SID005140 "Couldn't create the D3DDevice"
SID005141 "Can't set display mode"
SID005142 "Error: Can't create primary surface"
SID005143 "Error: Couldn't create clipper"
SID005144 "Error: Can't get the backbuffer"
SID005145 "Error: Couldn't create a ZBuffer surface"
SID005146 "Error: Couldn't attach zbuffer to render surface"
SID005147 "Error: Can't get the Static"
SID005148 "Error: Can't get the 2nd Static"
SID005149 "Error: Can't get the 3rd Static"
SID005150 "Error: Couldn't create a viewport"
SID005151 "Error: Couldn't add the viewport"
SID005152 "Error: Couldn't set the viewport data"
SID005153 "Error: Couldn't set current viewport to device"
SID005154 "Error: Couldn't set the viewport data"
SID005155 "ChangeRenderTarget() - zbuffer create failed"
SID005156 "rb"
SID005157 "%s\\%s"
SID005158 "Software\\Microsoft\\DirectX"
SID005159 "%s\\D3DIM\\Media\\%s"
SID005160 "%s\\%s%s"
SID005161 "rb"
SID005162 ""
SID005163 ""
SID005164 "%s(%ld): "
SID005165 "(hr=%08lx)\n"
SID005166 "\n"
SID005167 "Failed to Load Wet Picture! - %s"
SID005168 "Failed to Load Wet Picture! - %s"
SID005169 "%d"
SID005170 "%d"
SID005171 "%d"
SID005172 "%d"
SID005173 "%s - %s"
SID005174 "Map - %s GP"
SID005175 "Camera #%d"
SID005176 "Race Order - End Lap %d"
SID005177 "%s's Position"
SID005178 "%s's Position"
SID005179 "Retirements"
SID005180 "Fastest Laps"
SID005181 "Pit Stops"
SID005182 "Circuit Conditions"
SID005183 "Speech Transcription"
SID005184 "Qualifying Times"
SID005185 "Qualifying Margin"
SID005186 "Drivers Not Qualified"
SID005187 "Circuit Conditions"
SID005188 "Lap Times - %s"
SID005189 "Lap Times - %s"
SID005190 "Car Data - %s"
SID005191 "Car Data - %s"
SID005192 "Report"
SID005193 "TV Feed - %s GP"
SID005194 "o."
SID005195 "l."
SID005196 "r."
SID005197 "a."
SID005198 "b."
SID005199 "o."
SID005200 "l."
SID005201 "r."
SID005202 "a."
SID005203 "b."
SID005204 "Early Exit - Failed to Load e3d! - %s"
SID005205 "Failed to Load Overtaking! - %s"
SID005206 "Failed to Load Grid l! - %s"
SID005207 "Failed to Load Grid r! - %s"
SID005208 "Failed to Load Grid a! - %s"
SID005209 "Failed to Load Grid b! - %s"
SID005210 "1"
SID005211 "Brz"
SID005212 "2"
SID005213 "Arg"
SID005214 "3"
SID005215 "San"
SID005216 "4"
SID005217 "Spa"
SID005218 "5"
SID005219 "Mon"
SID005220 "6"
SID005221 "Can"
SID005222 "7"
SID005223 "Fre"
SID005224 "8"
SID005225 "Bri"
SID005226 "9"
SID005227 "Aut"
SID005228 "A"
SID005229 "Ger"
SID005230 "B"
SID005231 "Hun"
SID005232 "C"
SID005233 "Bel"
SID005234 "D"
SID005235 "Ita"
SID005236 "E"
SID005237 "Lux"
SID005238 "F"
SID005239 "Jap"
SID005240 "0"
SID005241 "Auz"
SID005242 "Next View"
SID005243 "Previous Camera"
SID005244 "Previous Driver"
SID005245 "Previous Report"
SID005246 "Next Camera"
SID005247 "Next Driver"
SID005248 "Next Report"
SID005249 "Previous Page"
SID005250 "Show D1"
SID005251 "Next Page"
SID005252 "Show D2"
SID005253 "Ease Off"
SID005254 "Pit Now"
SID005255 "Flying Lap"
SID005256 "Leave Pits"
SID005257 "Accelerated Time"
SID005258 "Pits"
SID005259 "System"
SID005260 "Driver Orders"
SID005261 "Ease Off"
SID005262 "Pit Now"
SID005263 "Flying Lap"
SID005264 "Do or Die Block"
SID005265 "Do or Die Overtake"
SID005266 "Accelerated Time"
SID005267 "Pit Stop Strategy"
SID005268 "Options"
SID005269 "Driver Orders"
SID005270 "Let Car Pass"
SID005271 "Ambient Light:- %d"
SID005272 "Pits"
SID005273 "Driver #1"
SID005274 "Driver #2"
SID005275 "Manager"
SID005276 "Pit Stop"
SID005277 "Qualifying - 12 Laps"
SID005278 "Fuel"
SID005279 "Tyre Set"
SID005280 "Now"
SID005281 "Tyre Sets"
SID005282 "Condition"
SID005283 "Scrubbed"
SID005284 "-"
SID005285 "Check Problem"
SID005286 "%s"
SID005287 "Reduce Fuel Load"
SID005288 "Increase Fuel Load"
SID005289 "Previous Tyre Set"
SID005290 "Next Tyre Set"
SID005291 "Fix Now"
SID005292 "Fit New Set"
SID005293 "Pit Stop Strategy"
SID005294 "Race - %d Laps"
SID005295 "End of Lap"
SID005296 "Fuel"
SID005297 "Tyre Set"
SID005298 "Now"
SID005299 "Start"
SID005300 "Stop 1"
SID005301 "Stop 2"
SID005302 "Stop 3"
SID005303 "Stop 4"
SID005304 "Unplanned"
SID005305 "-"
SID005306 "-"
SID005307 "-"
SID005308 "No Change"
SID005309 "-"
SID005310 "No Change"
SID005311 "Tyre Sets"
SID005312 "Condition"
SID005313 "Scrubbed"
SID005314 "-"
SID005315 "Check Problem"
SID005316 "%s"
SID005317 "Reduce Fuel Load"
SID005318 "Increase Fuel Load"
SID005319 "Reduce Lap Number"
SID005320 "Increase Lap Number"
SID005321 "Previous Tyre Set"
SID005322 "Next Tyre Set"
SID005323 "Fix Next Stop"
SID005324 "Fit New Set"
SID005325 "Driver Orders"
SID005326 "Careful"
SID005327 "Aggressive"
SID005328 "Acceleration"
SID005329 "Braking"
SID005330 "Top Speed"
SID005331 "Kerb Use"
SID005332 "Off Racing Line"
SID005333 "Line Defence"
SID005334 "Overtake - Position"
SID005335 "Overtake - Backmarkers"
SID005336 "%s"
SID005337 "Sending Orders..."
SID005338 "More Careful"
SID005339 "More Aggressive"
SID005340 "View Retirements"
SID005341 "All"
SID005342 "No"
SID005343 "Yes"
SID005344 "Only"
SID005345 "None"
SID005346 "%s"
SID005347 "View Pit Stops"
SID005348 "All"
SID005349 "No"
SID005350 "Yes"
SID005351 "Only"
SID005352 "None"
SID005353 "%s"
SID005354 "View Overtaking"
SID005355 "All"
SID005356 "No"
SID005357 "Yes"
SID005358 "Only"
SID005359 "None"
SID005360 "%s"
SID005361 "Circuit Conditions"
SID005362 "Target Time"
SID005363 "107% Time"
SID005364 "Not Set"
SID005365 "107% Time"
SID005366 "%02d:%02d.%03d"
SID005367 "Next Driver"
SID005368 "Previous Driver"
SID005369 "View All"
SID005370 "View All"
SID005371 "View All"
SID005372 "View Team Only"
SID005373 "Accelerated Time"
SID005374 "Accelerated Time"
SID005375 "Positions"
SID005376 "Pos"
SID005377 "Driver"
SID005378 "Team"
SID005379 "Laps"
SID005380 "%d"
SID005381 "%s"
SID005382 "%s"
SID005383 "%d"
SID005384 "Out"
SID005385 "Pos"
SID005386 "Driver"
SID005387 "Team"
SID005388 "Laps"
SID005389 "Time"
SID005390 "107%"
SID005391 "%d"
SID005392 " "
SID005393 "%01d:%02d.%03d"
SID005394 "%d"
SID005395 "%s"
SID005396 "%s"
SID005397 "Laps Done %d / 12"
SID005398 "Laps Done %d/%d"
SID005399 "Time Left   %d m"
SID005400 "Next Pit - Race End"
SID005401 "Next Pit - End %d"
SID005402 "%d"
SID005403 "%s"
SID005404 "Retired - Driver OK"
SID005405 "%s"
SID005406 "Retired - Injured"
SID005407 "%s"
SID005408 "Off - Preparing Car 3"
SID005409 "%s"
SID005410 "Banned"
SID005411 "%s"
SID005412 "Disqualified"
SID005413 "%s"
SID005414 "Injured"
SID005415 "In Pits"
SID005416 "In Lap - Aborted"
SID005417 "In Lap"
SID005418 "Out Lap"
SID005419 "%s"
SID005420 "Retired - Driver OK"
SID005421 "%s"
SID005422 "Retired - Injured"
SID005423 "%s"
SID005424 "Banned"
SID005425 "%s"
SID005426 "Disqualified"
SID005427 "%s"
SID005428 "Injured"
SID005429 "Race Over"
SID005430 "In Pits"
SID005431 "In Lap"
SID005432 "%s"
SID005433 "Pos"
SID005434 "Driver"
SID005435 "Team"
SID005436 "Laps"
SID005437 "%d"
SID005438 "%s"
SID005439 "%s"
SID005440 "%d"
SID005441 "Out of race"
SID005442 "Pos"
SID005443 "Driver"
SID005444 "Team"
SID005445 "Margin"
SID005446 "%d"
SID005447 "%s"
SID005448 "%s"
SID005449 "-"
SID005450 "%d lap(s)"
SID005451 "-%02d:%02d.%03d"
SID005452 "%02d:%02d.%03d"
SID005453 "%s has retired"
SID005454 "Lap"
SID005455 "Driver"
SID005456 "Team"
SID005457 "Reason"
SID005458 "%d"
SID005459 "%s"
SID005460 "%s"
SID005461 "Out of fuel"
SID005462 "Tyre wear"
SID005463 "Accident"
SID005464 "Accident"
SID005465 "Engine Blown"
SID005466 "Unknown"
SID005467 "No Retirements"
SID005468 "Pos"
SID005469 "Driver"
SID005470 "Team"
SID005471 "Time"
SID005472 "Lap"
SID005473 "Waiting for data from first lap"
SID005474 "%d"
SID005475 "%s"
SID005476 "%s"
SID005477 "%d"
SID005478 "-"
SID005479 "%02d:%02d.%03d"
SID005480 "%d"
SID005481 "%s"
SID005482 "%s"
SID005483 "%d"
SID005484 "Driver"
SID005485 "Team"
SID005486 "Stops"
SID005487 "Best"
SID005488 "Worst"
SID005489 "%d"
SID005490 "%02d:%02d.%03d"
SID005491 "%02d:%02d.%03d"
SID005492 "%d"
SID005493 "%s"
SID005494 "%s"
SID005495 "-"
SID005496 "-"
SID005497 "-"
SID005498 "Pos"
SID005499 "Driver"
SID005500 "Team"
SID005501 "Time"
SID005502 "%02d:%02d.%03d"
SID005503 "%d"
SID005504 "%s"
SID005505 "%s"
SID005506 "Lap"
SID005507 "Time"
SID005508 "Lap"
SID005509 "Time"
SID005510 "Lap"
SID005511 "Time"
SID005512 "%d"
SID005513 "%02d:%02d.%03d"
SID005514 "%s has retired"
SID005515 "%d"
SID005516 "Fuel"
SID005517 "Laps - Next Stop"
SID005518 "Car Condition"
SID005519 "Problems"
SID005520 "Tyre Temperature"
SID005521 "Tyre Condition"
SID005522 "Engine Condition"
SID005523 "THIS IS A TEMPORARY SCREEN"
SID005524 "It enables you to test car FX."
SID005525 "F7: %d - R_FUELOUT"
SID005526 "F7: %d - R_TYREWEAR"
SID005527 "F7: %d - R_WHEELOFF"
SID005528 "F7: %d - R_CRASH_WHEEL"
SID005529 "F7: %d - worsen_weather"
SID005530 "F7: %d - improve_weather"
SID005531 "F7: %d - VFX_TYRESMOKE"
SID005532 "F7: %d - skid_mark"
SID005533 "F7: %d - VFX_SAND"
SID005534 "F7: %d - lock_wheels_on_car"
SID005535 "F7: %d - skid_car"
SID005536 "F7: %d - engine_blow"
SID005537 "F7: %d - spin_car"
SID005538 "F7: %d - WING_REAR"
SID005539 "F7: %d - WING_FRONT"
SID005540 "F7: %d - 2 car crash"
SID005541 "F7: %d - VFX_BRAKEGLOW"
SID005542 "F7: %d - Flag Wave"
SID005543 "F7: %d - Black Flag"
SID005544 "F7: %d - 10 Seconds"
SID005545 "F7: %d - Nothing"
SID005546 "Car must be in view in window 0."
SID005547 "Car must not be in trouble."
SID005548 "Pos"
SID005549 "Driver"
SID005550 "Team"
SID005551 "Margin"
SID005552 "%02d:%02d.%03d"
SID005553 "-%02d:%02d.%03d"
SID005554 "%d"
SID005555 "%s"
SID005556 "%s"
SID005557 "Temperature"
SID005558 "Conditions"
SID005559 "Windspeed"
SID005560 "Cars On Circuit"
SID005561 "Best Line Rubber"
SID005562 "Track Dryness"
SID005563 "Track Temperature"
SID005564 "%d°C"
SID005565 "%s"
SID005566 "%s"
SID005567 "%d"
SID005568 "107% Time"
SID005569 "Not Set"
SID005570 "107% Time"
SID005571 "%02d:%02d.%03d"
SID005572 "%s"
SID005573 "%02d:%02d.%03d"
SID005574 "Temperature"
SID005575 "Conditions"
SID005576 "Windspeed"
SID005577 "Cars On Circuit"
SID005578 "Best Line Rubber"
SID005579 "Track Dryness"
SID005580 "Track Temperature"
SID005581 "%d°C"
SID005582 "%s"
SID005583 "%s"
SID005584 "%d"
SID005585 "Laps Done"
SID005586 "%d/12"
SID005587 "Hot Laps"
SID005588 "Out Laps"
SID005589 "In Laps"
SID005590 "Lap"
SID005591 "Time"
SID005592 "Lap"
SID005593 "Time"
SID005594 "%d"
SID005595 "%02d:%02d.%03d"
SID005596 "%d"
SID005597 "%d"
SID005598 "%d"
SID005599 "%s has retired"
SID005600 "%d"
SID005601 "%d"
SID005602 "%d"
SID005603 "DirectSoundCreate Failed"
SID005604 "SetCooperativeLevel Failed"
SID005605 "CreateSoundBuffer Failed"
SID005606 "IID_IDirectSound3DListener Failed"
SID005607 "CreateSoundBuffer for Streaming Failed"
SID005608 "CreateEvent Failed"
SID005609 "IID_IDirectSoundNotify Failed"
SID005610 "SetNotificationPositions Failed"
SID005611 "SetVolume Failed"
SID005612 "CreateSoundBuffer for Streaming Failed"
SID005613 "CreateEvent Failed"
SID005614 "IID_IDirectSoundNotify Failed"
SID005615 "SetNotificationPositions Failed"
SID005616 "CreateSoundBuffer for Static Failed"
SID005617 "CreateSoundBuffer for FX[FXbuffer] Failed"
SID005618 "CreateSoundBuffer for Speech Failed"
SID005619 "CreateEvent Speech Failed"
SID005620 "IID_IDirectSoundNotify Speech Failed"
SID005621 "SetNotificationPositions Speech Failed"
SID005622 "mmioSeek Failed"
SID005623 "Select New Direct3D Driver"
SID005624 "Arial"
SID005625 "BUTTON"
SID005626 "OK"
SID005627 "BUTTON"
SID005628 "Cancel"
SID005629 "COMBOBOX"
SID005630 ""
SID005631 "COMBOBOX"
SID005632 ""
SID005633 "COMBOBOX"
SID005634 ""
SID005635 "STATIC"
SID005636 "Driver:"
SID005637 "STATIC"
SID005638 "Device:"
SID005639 "STATIC"
SID005640 "Mode:"
SID005641 "Windowed mode"
SID005642 "ProductName"
SID005643 "Render Window"
SID005644 "Render Window"
SID005645 "Render Window"
SID005646 "SOFTWARE\\Hasbro Interactive\\Grand Prix World\\1.00.000"
SID005647 "Passed InitializeWindowEnvironment."
SID005648 "Passed Initialize3DEnvironment."
SID005649 "Passed race_init."
SID005650 "Direct3D samples require 16-bit or higher "
SID005651 "display modes.\n\nPlease switch your desktop settings "
SID005652 "accordingly."
SID005653 "Passed D3DUtil_GetDisplayDepth."
SID005654 "Could not find any compatible Direct3D\n"
SID005655 "devices.\n\nTry enabling the reference rasterizer by\n"
SID005656 "executing EnableRefRast.reg."
SID005657 "Passed D3DEnum_EnumerateDevices."
SID005658 "Passed Initialize."
SID005659 "Trying Software Only."
SID005660 "Initialization failed\n\nThis app will now exit."
SID005661 "DirectDraw object still referenced.\n\n"
SID005662 "Sample app did not properly cleanup objects."
SID005663 "Device could not be created. Possible causes "
SID005664 "are incompatibility\nwith display mode or running out of "
SID005665 "video memory.\n\nSwitching to software rasterizer."
SID005666 "Could not create software rasterizer\n\n"
SID005667 "This app will now exit."
SID005668 "%7.02f fps (%dx%dx%d)"
SID005669 "%7.02f fps (%dx%dx%d) %d %d %d"
SID005670 "%s        %d %d"
SID005671 "INSTALL"
SID005672 "Shell_TrayWnd"
SID005673 "The Qualifying session has ended."
SID005674 "Are you sure you want to quit?"
SID005675 "Failed to Load - %s"
SID005676 "Header"
SID005677 "Failed to find Header in %s"
SID005678 "Header"
SID005679 "Failed to find 2nd Header in %s"
SID005680 "Mesh "
SID005681 "Failed to find Mesh in %s"
SID005682 "Failed to find Mesh in %s"
SID005683 "Failed malloc of D3DVERTEX in %s"
SID005684 "vertices"
SID005685 "texture coords"
SID005686 "Failed to find Coords in %s"
SID005687 "Failed malloc of INDICIES in %s"
SID005688 "faces"
SID005689 "Warning: non triangle in %s"
SID005690 "Warning: MAX_EDX nearing limit - %d"
SID005691 "Increase MAX_VERTICES"
SID005692 "Increase MAX_INDICES"
SID005693 "Increase MAX_X_FRAMES"
SID005694 "root"
SID005695 "Increase MAX_ROOTFRAMES"
SID005696 "No Team"
SID005697 "Williams"
SID005698 "Ferrari"
SID005699 "Benetton"
SID005700 "McLaren"
SID005701 "Jordan"
SID005702 "Prost"
SID005703 "Sauber"
SID005704 "Arrows"
SID005705 "Stewart"
SID005706 "Tyrrell"
SID005707 "Minardi"
SID005708 "-"
SID005709 "WI"
SID005710 "FE"
SID005711 "BE"
SID005712 "MC"
SID005713 "JO"
SID005714 "PR"
SID005715 "SA"
SID005716 "AR"
SID005717 "ST"
SID005718"TY"
SID005719"MI"
SID005720 ""
SID005721 "Engine"
SID005722 "Gear Box"
SID005723 "Spin"
SID005724 "Accident"
SID005725 "Electrics"
SID005726 "Suspension"
SID005727 "Throttle"
SID005728 "Drive Shaft"
SID005729 "Exhaust"
SID005730 "Hydraulics"
SID005731 "Fan Club"
SID005732 "Clothing"
SID005733 "Publishing"
SID005734 "Video Games"
SID005735 "Chronometers"
SID005736 "Cars"
SID005737 "Select Type"
SID005738 "Deal already signed to another team"
SID005739 "Leaving F1 Next Year"
SID005740 "View Facilities"
SID005741 "Grid"
SID005742 "Your cars have now been assembled for the next Grand Prix."
SID005743 "We should use the results of our Development testing to improve our current chassis."
SID005744 "Brazil"               
SID005745 "Spain"                
SID005746 "Germany"              
SID005747 "Belgium"              
SID005748 "Japan"              
SID005749 "Canada"               
SID005750 "Italy"                
SID005751 "Argentina"            
SID005752 "San Marino"           
SID005753 "France"               
SID005754 "Australia"           
SID005755 "Portugal"             
SID005756 "Monaco"               
SID005757 "Great Britain"        
SID005758 "Hungary"              
SID005759 "America"              
SID005760 "Eire"                 
SID005761 "Austria"
SID005762 "Netherlands"
SID005763 "Finland"
SID005764 "South Africa"
SID005765 "Poland"
SID005766 "Denmark"
SID005767 "Iceland"
SID005768 "Stop Improvement"
SID005769 " "
SID005770 " "
SID005771 " "
SID005772 " "
SID005773 " "
SID005774 " "
SID005775 " "
SID005776 " "
SID005777 " "
SID005778 " "
SID005779 " "
SID005780 " "
SID005781 " "
SID005782 " "
SID005783 " "
SID005784 " "
SID005785 " "
SID005786 " "
SID005787 " "
SID005788 " "
SID005789 " "
SID005790 " "
SID005791 " "
SID005792 " "
SID005793 " "
SID005794 " "
SID005795 "None"
SID005796 "Frank Williams"
SID005797 "Jim Wright"
SID005798 "Gavin Fisher"
SID005799 "Patrick Head"
SID005800 "Carl Gaden"
SID005801 "John Newhouse"
SID005802 "Heinz-Harald Frentzen"
SID005803 "Juan Pablo Montoya"
SID005804 "Luca di Montezemolo"
SID005805 "Stefano Domenicali"
SID005806 "Rory Byrne"
SID005807 "Ross Brawn"
SID005808 "Nigel Stepney"
SID005809 "Michael Schumacher"
SID005810 "Eddie Irvine"
SID005811 "Luca Badoer"
SID005812 "David Richards"
SID005813 "David Warren"
SID005814 "Nick Wirth"
SID005815 "Pat Symonds"
SID005816 "M.Ainsley-Cowlinshaw"
SID005817 "Giancarlo Fisichella"
SID005818 "Alexander Wurz"
SID005819 "Driver Unknown"
SID005820 "Ron Dennis"
SID005821 "Ekrem Sami"
SID005822 "Neil Oatley"
SID005823 "Adrian Newey"
SID005824 "Mike Negline"
SID005825 "Mika Hakkinen"
SID005826 "David Coulthard"
SID005827 "Ricardo Zonta"
SID005828 "Eddie Jordan"
SID005829 "Ian Philips"
SID005830 "John Davis"
SID005831 "Gary Anderson"
SID005832 "Tim Edwards"
SID005833 "Damon Hill"
SID005834 "Ralf Schumacher"
SID005835 "Driver Unknown"
SID005836 "Alain Prost"
SID005837 "Yves Lambert"
SID005838 "Loïc Bigois"
SID005839 "Bernard Dudot"
SID005840 "Robert Dassaud"
SID005841 "Olivier Panis"
SID005842 "Jarno Trulli"
SID005843 "Stéphane Sarrazin"
SID005844 "Peter Sauber"
SID005845 "Fritz Kaiser"
SID005846 "Osamu Goto"
SID005847 "Leo Ress"
SID005848 "Ernst Keller"
SID005849 "Jean Alesi"
SID005850 "Johnny Herbert"
SID005851 "Jörg Müller"
SID005852 "Tom Walkinshaw"
SID005853 "Jackie Oliver"
SID005854 "Mike Coughlan"
SID005855 "John Barnard"
SID005856 "Les Jones"
SID005857 "Pedro Diniz"
SID005858 "Mika Salo"
SID005859 "Emmanuel Collard"
SID005860 "Jackie Stewart"
SID005861 "Rob Armstrong"
SID005862 "Eghbal Hamidy"
SID005863 "Alan Jenkins"
SID005864 "Dave Redding"
SID005865 "Rubens Barrichello"
SID005866 "Jan Magnussen"
SID005867 "Driver Unknown"
SID005868 "Craig Pollock"
SID005869 "Rupert Manwaring"
SID005870 "Mike Gascoyne"
SID005871 "Harvey Postlethwaite"
SID005872 "Paul Diggins"
SID005873 "Ricardo Rosset"
SID005874 "Toranosuke Takagi"
SID005875 "Andrea Montermini"
SID005876 "Giancarlo Minardi"
SID005877 "Gabriele Rumi"
SID005878 "Mariano Alperin"
SID005879 "Gustav Brunner"
SID005880 "Gabriele Pagliarini"
SID005881 "Shinji Nakano"
SID005882 "Esteban Tuero"
SID005883 "Laurent Redon"
SID005884 "Martin Ravenscroft"
SID005885 "Liz Wylie"
SID005886 "Tim Sherman"
SID005887 "Yvette Galmot"
SID005888 "Steve Macfarlane"
SID005889 "Kim Petersen"
SID005890 "Sajid Akbar"
SID005891 "Ross Kennedy"
SID005892 "Eva Manzoni"
SID005893 "Charles Aston"
SID005894 "Matthias Schenker"
SID005895 "Ishiro Sasaki"
SID005896 "Robert Sinclair"
SID005897 "Andreas Hawel"
SID005898 "Luis Romero"
SID005899 "Thierry Corneau"
SID005900 "James Mannion"
SID005901 "Claudio Bettina"
SID005902 "Scott Spieler"
SID005903 "Graeme Morley"
SID005904 "Colin Haynes"
SID005905 "Harald Beck"
SID005906 "Christophe Bertillon"
SID005907 "Gregory Karswell"
SID005908 "Jon Richardson"
SID005909 "Ken Powell"
SID005910 "Ian Fitzpatrick"
SID005911 "Tony Watkins"
SID005912 "Vincenzo Lenzi"
SID005913 "Colin Gordon"
SID005914 "Jim Winters"
SID005915 "Mark Danvers"
SID005916 "Carl Harris"
SID005917 "Juan Baroja"
SID005918 "Richard Hawkes"
SID005919 "Bill Longhurst"
SID005920 "Chris Parrish"
SID005921 "Huw Douglas"
SID005922 "Neal Stapleton"
SID005923 "Katsuo Miyata"
SID005924 "Graham Elliott"
SID005925 "Alberto Marini"
SID005926 "Pierre Raimbeaux"
SID005927 "Hiroshi Tanaka"
SID005928 "Hans Ebert"
SID005929 "Dan Paterson"
SID005930 "John Fellowes"
SID005931 "Dario Laureti"
SID005932 "Karl Eisen"
SID005933 "Pete Johnson"
SID005934 "Celso Moreira"
SID005935 "None"
SID005936 "None"
SID005937 "CAN"
SID005938 "GER"
SID005939 "GBR"
SID005940 "ITA"
SID005941 "AUT"
SID005942 "FIN"
SID005943 "FRA"
SID005944 "BRA"
SID005945 "NED"
SID005946 "JPN"
SID005947 "ARG"
SID005948 "COL"
SID005949 "SCO"
SID005950 "USA"
SID005951 "DAN"
SID005952 "None"
SID005953 "Canadian"
SID005954 "German"
SID005955 "British"
