SID000000 "Prêt confirmé"
SID005803 "Juan Pablo Montoya"
SID005804 "Luca di Montezemolo"
SID005805 "Stefano Domenicali"
SID005806 "Rory Byrne"
SID005807 "Ross Brawn"
SID005808 "Nigel Stepney"
SID005809 "Michael Schumacher"
SID005810 "Eddie Irvine"
SID005811 "Luca Badoer"
SID005812 "David Richards"
SID005813 "David Warren"
SID005814 "Nick Wirth"
SID005815 "Pat Symonds"
SID005816 "M.Ainsley-Cowlinshaw"
SID005817 "Giancarlo Fisichella"
SID005818 "Alexander Wurz"
SID005819 "Pilote Inconnu"
SID005820 "Ron Dennis"
SID005821 "Ekrem Sami"
SID005822 "Neil Oatley"
SID005823 "Adrian Newey"
SID005824 "Mike Negline"
SID005825 "Mika Hakkinen"
SID005826 "David Coulthard"
SID005827 "Ricardo Zonta"
SID005828 "Eddie Jordan"
SID005829 "Ian Philips"
SID005830 "John Davis"
SID005831 "Gary Anderson"
SID005832 "Tim Edwards"
SID005833 "Damon Hill"
SID005834 "Ralf Schumacher"
SID005835 "Pilote Inconnu"
SID005836 "Alain Prost"
SID005837 "Yves Lambert"
SID005838 "Loïc Bigois"
SID005839 "Bernard Dudot"
SID005840 "Robert Dassaud"
SID005841 "Olivier Panis"
SID005842 "Jarno Trulli"
SID005843 "Stéphane Sarrazin"
SID005844 "Peter Sauber"
SID005845 "Fritz Kaiser"
SID005846 "Osamu Goto"
SID005847 "Leo Ress"
SID005848 "Ernst Keller"
SID005849 "Jean Alesi"
SID005850 "Johnny Herbert"
SID005851 "Jörg Müller"
SID005852 "Tom Walkinshaw"
SID005853 "Jackie Oliver"
SID005854 "Mike Coughlan"
SID005855 "John Barnard"
SID005856 "Les Jones"
SID005857 "Pedro Diniz"
SID005858 "Mika Salo"
SID005859 "Emmanuel Collard"
SID005860 "Jackie Stewart"
SID005861 "Rob Armstrong"
SID005862 "Eghbal Hamidy"
SID005863 "Alan Jenkins"
SID005864 "Dave Redding"
SID005865 "Rubens Barrichello"
SID005866 "Jan Magnussen"
SID005867 "Pilote Inconnu"
SID005868 "Craig Pollock"
SID005869 "Rupert Manwaring"
SID005870 "Mike Gascoyne"
SID005871 "Harvey Postlethwaite"
SID005872 "Paul Diggins"
SID005873 "Ricardo Rosset"
SID005874 "Toranosuke Takagi"
SID005875 "Andrea Montermini"
SID005876 "Giancarlo Minardi"
SID005877 "Gabriele Rumi"
SID005878 "Mariano Alperin"
SID005879 "Gustav Brunner"
SID005880 "Gabriele Pagliarini"
SID005881 "Shinji Nakano"
SID005882 "Esteban Tuero"
SID005883 "Laurent Redon"
SID005884 "Martin Ravenscroft"
SID005885 "Liz Wylie"
SID005886 "Tim Sherman"
SID005887 "Yvette Galmot"
SID005888 "Steve Macfarlane"
SID005889 "Kim Petersen"
SID005890 "Sajid Akbar"
SID005891 "Ross Kennedy"
SID005892 "Eva Manzoni"
SID005893 "Charles Aston"
SID005894 "Matthias Schenker"
SID005895 "Ishiro Sasaki"
SID005896 "Robert Sinclair"
SID005897 "Andreas Hawel"
SID005898 "Luis Romero"
SID005899 "Thierry Corneau"
SID005900 "James Mannion"
SID005901 "Claudio Bettina"
SID005902 "Scott Spieler"
SID005903 "Graeme Morley"
SID005904 "Colin Haynes"
SID005905 "Harald Beck"
SID005906 "Christophe Bertillon"
SID005907 "Gregory Karswell"
SID005908 "Jon Richardson"
SID005909 "Ken Powell"
SID005910 "Ian Fitzpatrick"
SID005911 "Tony Watkins"
SID005912 "Vincenzo Lenzi"
SID005913 "Colin Gordon"
SID005914 "Jim Winters"
SID005915 "Mark Danvers"
SID005916 "Carl Harris"
SID005917 "Juan Baroja"
SID005918 "Richard Hawkes"
SID005919 "Bill Longhurst"
SID005920 "Chris Parrish"
SID005921 "Huw Douglas"
SID005922 "Neal Stapleton"
SID005923 "Katsuo Miyata"
SID005924 "Graham Elliott"
SID005925 "Alberto Marini"
SID005926 "Pierre Raimbeaux"
SID005927 "Hiroshi Tanaka"
SID005928 "Hans Ebert"
SID005929 "Dan Paterson"
SID005930 "John Fellowes"
SID005931 "Dario Laureti"
SID005932 "Karl Eisen"
SID005933 "Pete Johnson"
SID005934 "Celso Moreira"
SID005935 "Néant"
SID005936 "Néant"
SID005937 "CAN"
SID005938 "GER"
SID005939 "GBR"
SID005940 "ITA"
SID005941 "AUT"
SID005942 "FIN"
SID005943 "FRA"
SID005944 "BRA"
SID005945 "NED"
SID005946 "JPN"
SID005947 "ARG"
SID005948 "COL"
SID005949 "SCO"
SID005950 "USA"
SID005951 "DAN"
SID005952 "Néant"
SID005953 "Canadienne"
SID005954 "Allemande"
SID005955 "Britannique"
SID005956 "Italienne"
SID005957 "Autrichienne"
SID005958 "Finlandaise"
SID005959 "Française"
SID005960 "Brésilienne"
SID005961 "Danoise"
SID005962 "Japonaise"
SID005963 "Argentine"
SID005964 "Colombienne"
SID005965 "Ecossaise"
SID005966 "Américaine"
SID005967 "Vide"
SID005968 "Pré-saison"
SID005969 "Australie"
SID005970 "Brésil"
SID005971 "Argentine"
SID005972 "San Marin"
SID005973 "Espagne"
SID005974 "Monaco"
SID005975 "Canada"
SID005976 "France"
SID005977 "GB"
SID005978 "Autriche"
SID005979 "Allemagne"
SID005980 "Hongrie"
SID005981 "Belgique"
SID005982 "Italie"
SID005983 "Luxembourg"
SID005984 "Japon"
SID005985 "Post-saison"
SID005986 "Pas d'écurie"
SID005987 "FW20"
SID005988 "F300"
SID005989 "B198"
SID005990 "MP4/13"
SID005991 "Jordan 198"
SID005992 "AP01"
SID005993 "C17"
SID005994 "Arrows A19"
SID005995 "SF02"
SID005996 "Tyrrell 026"
SID005997 "M198"
SID005998 ""
SID005999 "Longueur du circuit"
SID006000 "Tours"
SID006001 "Distance de course"
SID006002 "Record du tour"
SID006003 "Pilote"
SID006004 "Ecurie"
SID006005 "Année"
SID006006 "Pas de course"
SID006007 "Australie"
SID006008 "Brésil"
SID006009 "Argentine"
SID006010 "San Marin"
SID006011 "Espagne"
SID006012 "Monaco"
SID006013 "Canada"
SID006014 "France"
SID006015 "GB"
SID006016 "Autriche"
SID006017 "Allemagne"
SID006018 "Hongrie"
SID006019 "Belgique"
SID006020 "Italie"
SID006021 "Luxembourg"
SID006022 "Japon"
SID006023 "Malaisie"
SID006024 "Afrique du Sud"
SID006025 "Etats-Unis"
SID006026 "Pas de circuit"
SID006027 "Albert Park"
SID006028 "Autodromo José Carlos Pace"
SID006029 "Autodromo De La Ciudad De Buenos Aires"
SID006030 "Autodromo Enzo E Dino Ferrari"
SID006031 "Circuit de Catalunya"
SID006032 "Circuit de Monaco"
SID006033 "Circuit Gilles Villeneuve"
SID006034 "Circuit de Nevers Magny-Cours"
SID006035 "Silverstone Circuit"
SID006036 "A1-Ring"
SID006037 "Hockenheimring"
SID006038 "Hungaroring"
SID006039 "Circuit De Spa-Francorchamps"
SID006040 "Autodromo Nazionale Di Monza"
SID006041 "Nürburgring"
SID006042 "Suzuka Circuit"
SID006043 "Pas de circuit"
SID006044 "Melbourne"
SID006045 "Interlagos"
SID006046 "Buenos Aires"
SID006047 "Imola"
SID006048 "Catalunya"
SID006049 "Monte Carlo"
SID006050 "Montreal"
SID006051 "Magny-Cours"
SID006052 "Silverstone "
SID006053 "A1-Ring"
SID006054 "Hockenheim"
SID006055 "Hungaroring"
SID006056 "Spa"
SID006057 "Monza"
SID006058 "Nürburgring"
SID006059 "Suzuka"
SID006060 "Vide"
SID006061 "Dir. général"
SID006062 "Directeur commercial"
SID006063 "Responsable conception"
SID006064 "Directeur technique"
SID006065 "Chef mécanicien"
SID006066 "Pilote 1"
SID006067 "Pilote 2"
SID006068 "Pilote d'essai"
SID006069 "Vide"
SID006070 "Vide"
SID006071 "Directeur commercial"
SID006072 "Responsable conception"
SID006073 "Directeur technique"
SID006074 "Chef mécanicien"
SID006075 "Fan club"
SID006076 "Vêtements"
SID006077 "Edition"
SID006078 "Jeux vidéo"
SID006079 "Chronomètres"
SID006080 "Voitures"
SID006081 ""
SID006082 "Janvier"
SID006083 "Février"
SID006084 "Mars"
SID006085 "Avril"
SID006086 "Mai"
SID006087 "Juin"
SID006088 "Juillet"
SID006089 "Août"
SID006090 "Septembre"
SID006091 "Octobre"
SID006092 "Novembre"
SID006093 "Decembre"
SID006094 ""
SID006095 "Jan"
SID006096 "Fév"
SID006097 "Mar"
SID006098 "Avr"
SID006099 "Mai"
SID006100 "Juin"
SID006101 "Juil"
SID006102 "Août"
SID006103 "Sep"
SID006104 "Oct"
SID006105 "Nov"
SID006106 "Dec"
SID006107 "Lun"
SID006108 "Mar"
SID006109 "Mer"
SID006110 "Jeu"
SID006111 "Ven"
SID006112 "Sam"
SID006113 "Dim"
SID006114 ""
SID006115 "Vitesse"
SID006116 "Accroche"
SID006117 "Surface"
SID006118 "Tarmac"
SID006119 "Poussière"
SID006120 "Dépassement"
SID006121 "Freinage"
SID006122 "Pluie"
SID006123 "Chaleur"
SID006124 "Vent"
SID006125 "Néant"
SID006126 "Actuel"
SID006127 "Saison"
SID006128 "Néant"
SID006129 "Résumé"
SID006130 "Recettes"
SID006131 "Dépenses"
SID006132 ""
SID006133 "Bilan actuel"
SID006134 "Recettes estimées"
SID006135 "Dernier GP"
SID006136 "Année à ce jour"
SID006137 "Recettes"
SID006138 "Dépenses"
SID006139 "Net"
SID006140 ""
SID006141 "Commercial"
SID006142 "Sponsor d'écurie"
SID006143 "Sponsor moteur"
SID006144 "Sponsors pneus"
SID006145 "Sponsor carburant"
SID006146 "Sponsors en cash"
SID006147 "Licences"
SID006148 "Banque"
SID006149 "Investissements"
SID006150 "Emprunts"
SID006151 "Parts"
SID006152 "FIA"
SID006153 "Financement"
SID006154 "Divers"
SID006155 "Pilotes payants"
SID006156 "Usine"
SID006157 "Total"
SID006158 ""
SID006159 "Ecurie"
SID006160 "Pilotes"
SID006161 "Personnel"
SID006162 "Usine"
SID006163 "Transport"
SID006164 "Amendes FIA"
SID006165 "Voitures"
SID006166 "Construction"
SID006167 "Essais"
SID006168 "Moteurs"
SID006169 "Pneus"
SID006170 "Carburant"
SID006171 "Commercial"
SID006172 "Invitations"
SID006173 "Banque"
SID006174 "Total"
SID006175 "Vide"
SID006176 "Voitures"
SID006177 "Aides au pilotage"
SID006178 "Châssis"
SID006179 "Moteurs"
SID006180 "Carburant"
SID006181 "Pneus"
SID006182 "Pas de modif."
SID006183 "Faible"
SID006184 "Moyen"
SID006185 "Elevé"
SID006186 "Elevé/Faible"
SID006187 "Dégrader"
SID006188 "Améliorer"
SID006189 "Freins"
SID006190 "Embrayage"
SID006191 "Electronique"
SID006192 "Boîte"
SID006193 "Hydraulique"
SID006194 "Suspension"
SID006195 "Accélérateur"
SID006196 ""
SID006197 "Personnel"
SID006198 "VIP"
SID006199 "Néant"
SID006200 "Joueur seul"
SID006201 "Multijoueurs"
SID006202 "Néant"
SID006203 "Palmarès"
SID006204 "EGC"
SID006205 "Hasbro"
SID006206 "Divers"
SID006207 "Licence"
SID006208 "A propos"
SID006209 "Néant"
SID006210 "Formule 1"
SID006211 "Ecuries"
SID006212 "Conception"
SID006213 "Construction"
SID006214 "Essais"
SID006215 "Moteurs"
SID006216 "Pneus"
SID006217 "Configuration"
SID006218 "Qualification"
SID006219 "Course"
SID006220 "Finances"
SID006221 "Sponsors"
SID006222 "FIA"
SID006223 "Succès"
SID006224 ""
SID006225 "Compétition de Formule 1"
SID006226 "Nouvelle partie"
SID006227 "Continuer partie"
SID006228 "Parties enregistrées"
SID006229 "Tableau d'honneur & crédits"
SID006230 "Quitter"
SID006231 "Nom"
SID006232 "Ecurie"
SID006233 "Années"
SID006234 "GP"
SID006235 "CC"
SID006236 "Points"
SID006237 "Vide"
SID006238 "Grove"
SID006239 "Maranello"
SID006240 "Chipping Norton"
SID006241 "Woking"
SID006242 "Silverstone"
SID006243 "Guyancourt"
SID006244 "Hinwil"
SID006245 "Leafield"
SID006246 "Milton Keynes"
SID006247 "Ockham"
SID006248 "Faenza"
SID006249 "Vide"
SID006250 "Changer de personnel"
SID006251 "Vide"
SID006252 "Changer de chef"
SID006253 "Vide"
SID006254 "Changer de pilote"
SID006255 "Vide"
SID006256 "Pilotes"
SID006257 "Commercial"
SID006258 "Concepteur"
SID006259 "Ingénieur"
SID006260 "Mécanicien"
SID006261 "Vide"
SID006262 "Carrière"
SID006263 "Classement"
SID006264 "Palmarès"
SID006265 "Ecurie"
SID006266 "Ingénierie"
SID006267 "Commercial"
SID006268 "Compétition"
SID006269 "FIA"
SID006270 "Options"
SID006271 "profil"
SID006272 "nouvelles"
SID006273 "courrier"
SID006274 "finances"
SID006275 "personnel"
SID006276 "valeur"
SID006277 "voitures"
SID006278 "essais"
SID006279 "conception"
SID006280 "construction"
SID006281 "contrats"
SID006282 "usine"
SID006283 "sponsors"
SID006284 "cash"
SID006285 "accords"
SID006286 "licences"
SID006287 "banque"
SID006288 "invitations"
SID006289 "ordres"
SID006290 "configuration voiture"
SID006291 "stratégie"
SID006292 "allée des stands"
SID006293 "championnat"
SID006294 "résultats"
SID006295 "courses"
SID006296 "classement"
SID006297 "règlement"
SID006298 "historique"
SID006299 "parties enregistrées"
SID006300 "options de jeu"
SID006301 "relancer la partie"
SID006302 "quitter"
SID006303 "Néant"
SID006304 "Jeu"
SID006305 "Audio"
SID006306 "Affichage 2D"
SID006307 "Affichage 3D"
SID006308 "Modes vidéo"
SID006309 "Néant"
SID006310 "Résumé"
SID006311 "Emprunts"
SID006312 "Investissements"
SID006313 "Parts"
SID006314 "Néant"
SID006315 ""
SID006316 ""
SID006317 ""
SID006318 ""
SID006319 ""
SID006320 ""
SID006321 "Néant"
SID006322 "Personnel"
SID006323 "Ecurie"
SID006324 "Moteur"
SID006325 "Pneus"
SID006326 "Carburant"
SID006327 "Cash"
SID006328 "Onglets sans clic"
SID006329 "Quitter & auto-enreg."
SID006330 "Confirmation messages"
SID006331 "Infos"
SID006332 "Mémoire emplacement"
SID006333 "Musique"
SID006334 "Effets sonores en course"
SID006335 "Commentaires en course"
SID006336 "Clics de bouton"
SID006337 "Polices lissées"
SID006338 "Remplissage auto bouton"
SID006339 "Animation"
SID006340 "Qualité de voiture élevée"
SID006341 "Qualité de voiture standard"
SID006342 "Qualité de voiture inférieure"
SID006343 "Effets visuels"
SID006344 "Logos sponsors 1998"
SID006345 ""
SID006346 "RECETTES"
SID006347 "Dépt commercial"
SID006348 "Sponsors (régulier)"
SID006349 "Sponsors (occasionnel)"
SID006350 "Sponsors (pilotes)"
SID006351 "Merchandising"
SID006352 "Sous-total"
SID006353 "Dépt financier"
SID006354 "Emprunts"
SID006355 "Biens"
SID006356 "Sous-total"
SID006357 "Compétitions"
SID006358 "Prix en course"
SID006359 "Dons FIA"
SID006360 "Sous-total"
SID006361 "DEPENSES"
SID006362 "Personnel"
SID006363 "Commercial"
SID006364 "Conception"
SID006365 "Ingénierie"
SID006366 "Mécaniciens"
SID006367 "Pilotes"
SID006368 "Sous-total"
SID006369 "Dépt financier"
SID006370 "Emprunts"
SID006371 "Sous-total"
SID006372 "Général"
SID006373 "Frais généraux"
SID006374 "Merchandising"
SID006375 "Sous-total"
SID006376 "Voitures"
SID006377 "Construction"
SID006378 "Moteurs"
SID006379 "Carburant"
SID006380 "Pneus"
SID006381 "Pièces"
SID006382 "Transport"
SID006383 "Essais"
SID006384 "R&&D"
SID006385 "Sécurité"
SID006386 "Amendes"
SID006387 "Sous-total"
SID006388 "Total recettes"
SID006389 "Total dépenses"
SID006390 "Bilan net"
SID006391 "Bilan en banque"
SID006392 ""
SID006393 "Règles"
SID006394 "Internes"
SID006395 "Externes"
SID006396 "Autres"
SID006397 "CONTRAT"
SID006398 "Salaire"
SID006399 "Bonus de course"
SID006400 "Bonus de championnat"
SID006401 "Saison finale"
SID006402 "Pilote suivant"
SID006403 "CAPACITE"
SID006404 "Vitesse"
SID006405 "Talent"
SID006406 "Dépassement"
SID006407 "Temps de pluie"
SID006408 "Concentration"
SID006409 "Expérience"
SID006410 "Tonus"
SID006411 "Moral"
SID006412 "CARRIERE"
SID006413 "Age"
SID006414 "Nationalité"
SID006415 "Championnats"
SID006416 "Courses"
SID006417 "Victoires"
SID006418 "Points"
SID006419 "Meilleurs tours"
SID006420 "Arrivées à pts"
SID006421 "Pole positions"
SID006422 "Fan club"
SID006423 "Vêtements"
SID006424 "Edition"
SID006425 "Jeux vidéo"
SID006426 "Chronomètres"
SID006427 "Voitures"
SID006428 "Vide"
SID006429 "Ordres d'écurie"
SID006430 "Pilote 1"
SID006431 "Pilote 2"
SID006432 "Vide"
SID006433 "Ecurie"
SID006434 "Moteur"
SID006435 "Pneus"
SID006436 "Carburant"
SID006437 "Cash"
SID006438 "Vide"
SID006439 "Client"
SID006440 "Partenaire"
SID006441 "Usine"
SID006442 "Vide"
SID006443 "Stagiaire"
SID006444 "Moyen"
SID006445 "Bon"
SID006446 "Très bon"
SID006447 "Excellent"
SID006448 "Néant"
SID006449 "Constructeurs"
SID006450 "Conducteurs"
SID006451 "Vide"
SID006452 "Résumé"
SID006453 ""
SID006454 ""
SID006455 "Technologie"
SID006456 "Aides au pilotage"
SID006457 "Non"
SID006458 "Wil"
SID006459 "Fer"
SID006460 "Ben"
SID006461 "McL"
SID006462 "Jor"
SID006463 "Pro"
SID006464 "Sau"
SID006465 "Arr"
SID006466 "Ste"
SID006467 "Tyr"
SID006468 "Min"
SID006469 "Vide"
SID006470 "Résumé"
SID006471 "Maintenance"
SID006472 "Réparations"
SID006473 "Course 1"
SID006474 "Course 2"
SID006475 "Course 3"
SID006476 "R&D"
SID006477 " "
SID006478 "Voiture 1"
SID006479 "Voiture 2"
SID006480 "Voiture 3"
SID006481 "Voiture 4"
SID006482 "Vide"
SID006483 "Moteurs"
SID006484 "Pneus"
SID006485 "Carburant"
SID006486 "XX"
SID006487 "WI"
SID006488 "FE"
SID006489 "BE"
SID006490 "MC"
SID006491 "JO"
SID006492 "PR"
SID006493 "SA"
SID006494 "AR"
SID006495 "ST"
SID006496 "TY"
SID006497 "MI"
SID006498 "Vide"
SID006499 "Résumé"
SID006500 "Mécaniciens"
SID006501 "Pilotes"
SID006502 "Vide"
SID006503 "Configuration"
SID006504 "Développement"
SID006505 "Recherche"
SID006506 "Moteur"
SID006507 "Pneus"
SID006508 "Carburant"
SID006509 "Libre"
SID006510 "Vide"
SID006511 "Prochain GP"
SID006512 "Dernier GP"
SID006513 "Aucun incident"
SID006514 "Accident"
SID006515 "Collision"
SID006516 "Vide"
SID006517 "Résumé"
SID006518 "Voiture de course P1"
SID006519 "Voiture de course P2"
SID006520 "Stand P1"
SID006521 "Stand P2"
SID006522 "Sec"
SID006523 "Pluie"
SID006524 "Intermédiaire"
SID006525 ""
SID006526 "Horaire"
SID006527 "Anti-Horaire"
SID006528 "En Huit"
SID006529 ""
SID006530 "Nigel Mansell"
SID006531 "Gerhard Berger"
SID006532 "Alain Prost"
SID006533 "Jacques Villeneuve"
SID006534 "Très faible"
SID006535 "Faible"
SID006536 "Modéré"
SID006537 "Fort"
SID006538 "Très fort"
SID006539 "Très sec"
SID006540 "Sec"
SID006541 "Couvert"
SID006542 "Pluvieux"
SID006543 "Très pluvieux"
SID006544 "Sec 1"
SID006545 "Sec 2"
SID006546 "Sec 3"
SID006547 "Sec 4"
SID006548 "Sec 5"
SID006549 "Sec 6"
SID006550 "Sec 7"
SID006551 "Intermédiaire"
SID006552 "Pluie"
SID006553 "Néant"
SID006554 "Vérifier la voiture"
SID006555 "Installer nouveau nez"
SID006556 "Vérifier aileron arrière"
SID006557 "Vérifier moteur"
SID006558 "Vérifier freins"
SID006559 "Vérifier embrayage"
SID006560 "Vérifier électronique"
SID006561 "Vérifier boîte"
SID006562 "Vérifier hydraulique"
SID006563 "Vérifier suspension"
SID006564 "Pas de vérif."
SID006565 "Réparé"
SID006566 "Imposs. réparer"
SID006567 "Vérif. Proch. Arrêt"
SID006568 "Néant"
SID006569 "Problème moteur"
SID006570 "Cône de nez endommagé"
SID006571 "Vibrations moteur"
SID006572 "Perte de puissance moteur"
SID006573 "Problème de freins"
SID006574 "Problème d'embrayage"
SID006575 "Problème électronique"
SID006576 "Boîte endommagée"
SID006577 "Problème d'hydraulique"
SID006578 "Suspension endommagée"
SID006579 "Accélérateur bloqué"
SID006580 "Jauge essence au mini"
SID006581 "Pneus usés"
SID006582 "Les flancs de pneus lâchent"
SID006583 "-"
SID006584 "-"
SID006585 "-"
SID006586 "Pas démarré"
SID006587 "Conception"
SID006588 "Simulation info"
SID006589 "Conception maquette"
SID006590 "Soufflerie"
SID006591 "Terminé"
SID006592 "Néant"
SID006593 "Aileron av."
SID006594 "Aileron arr."
SID006595 "Aileron av."
SID006596 "Aileron arr."
SID006597 "Boîte à air"
SID006598 "Flancs"
SID006599 "Diffuseur"
SID006600 "Plancher"
SID006601 "Inconnu"
SID006602 "Survirage - Virages lents"
SID006603 "Survirage - Virages rapides"
SID006604 "Sous-virage - Virages lents"
SID006605 "Sous-virage - Vir. rapides"
SID006606 "Forte traînée"
SID006607 "Manque d'équilibre"
SID006608 "Plaquage faible"
SID006609 "Forte sensibilité tangage"
SID006610 "Suspension active"
SID006611 "Boîte automatique"
SID006612 "Freinage assisté"
SID006613 "Contrôle de traction"
SID006614 "Eplacement vide"
SID006615 "Soufflerie"
SID006616 "Superordinateur"
SID006617 "FAO"
SID006618 "CAO"
SID006619 "Atelier"
SID006620 "Banc d'essai"
SID006621 "Usine"
SID006622 "Vérifier accélérateur"
SID006623 "-"
SID006624 "-"
SID006625 "-"
SID006626 "Néant"
SID006627 "Faux départ"
SID006628 "Stands:excès de vitesse"
SID006629 "Drapeau bleu ignoré"
SID006630 "Drapeau jaune ignoré"
SID006631 "Néant"
SID006632 "10 secondes de Stop/Go"
SID006633 "25 secondes sur temps de course"
SID006634 "Meilleur tour disqualifié"
SID006635 "%s s'est remis de ses blessures et sera avec nous lors de la prochaine course."
SID006636 "Pilote de retour"
SID006637 "Directeur sportif"
SID006638 "Après sa convalescence, %s reprendra son volant chez %s dès le prochain Grand Prix."
SID006639 "PRET A COURIR"
SID006640 "tga"
SID006641 "Confusion dans les ordres d'écurie"
SID006642 "Directeur sportif"
SID006643 "Votre nouveau contrat de pilote suppose une modification des ordres d'écurie. Ceci risque d'entraîner des problèmes."
SID006644 "Problème d'ordres d'écurie"
SID006645 "Directeur sportif"
SID006646 "Votre recrutement de pilote a entraîné une modification des ordres d'écurie antérieurs. Cela risque de causer des difficultés."
SID006647 "Nous avons signé un contrat avec %s afin qu'il demeure notre directeur commercial."
SID006648 "Directeur sportif"
SID006649 "Contrat de directeur commercial"
SID006650 "Nous avons conclu un accord avec %s, qui restera directeur technique chez nous."
SID006651 "Directeur sportif"
SID006652 "Contrat de directeur technique"
SID006653 "Nous avons renouvelé le contrat de %s, qui restera donc notre responsable conception."
SID006654 "Directeur sportif"
SID006655 "Contrat de responsable conception"
SID006656 "%s a accepté de signer et restera notre chef mécanicien."
SID006657 "Directeur sportif"
SID006658 "Contrat de chef mécanicien"
SID006659 "Après son accident lors du dernier Grand Prix, %s manquera au moins la prochaine course en raison de ses blessures."
SID006660 "FESTIVAL DE CANNES !"
SID006661 "En raison de ses blessures, %s ne pourra courir pour nous le prochain Grand Prix, et risque d'en manquer d'autres."
SID006662 "Directeur sportif"
SID006663 "Pilote blessé"
SID006664 "En raison de ses blessures, %s ne pourra courir pour nous le prochain Grand Prix, et risque d'en manquer d'autres."
SID006665 "Directeur sportif"
SID006666 "Pilote blessé"
SID006667 "%s s'est remis de ses blessures et sera avec nous lors de la prochaine course."
SID006668 "Directeur sportif"
SID006669 "Pilote de retour"
SID006670 "Après sa convalescence, %s reprendra son volant chez %s dès le prochain Grand Prix."
SID006671 "PRET A COURIR"
SID006672 "De nouveau dans la course"
SID006673 "Enregistrer partie"
SID006674 "Supprimer partie"
SID006675 "Relancer partie"
SID006676 "Options de jeu"
SID006677 "Quitter la partie"
SID006678 "Effets visuels"
SID006679 "Augmenter la vitesse de la course"
SID006680 "Diminuer la vitesse de la course"
SID006681 "Effets sonores"
SID006682 "Dialogues"
SID006683 "Qualité de course"
SID006684 "Logos des sponsors"
SID006685 "%d%%"
SID006686 "Vainqueur des constructeurs"
SID006687 "%d champion des constructeurs"
SID006688 "%s"
SID006689 "Continuer"
SID006690 "Vainqueur des constructeurs"
SID006691 "GP %s"
SID006692 "Accord déjà signé"
SID006693 "Accord déjà signé"
SID006694 "Accord déjà signé"
SID006695 "Accord déjà signé"
SID006696 "Accords conclus pour l'an prochain"
SID006697 "Accords conclus pour l'an prochain"
SID006698 "Accord déjà signé"
SID006699 "Vainqueur des conducteurs"
SID006700 "%d champion des conducteurs"
SID006701 "%s"
SID006702 "Continuer"
SID006703 "Vainqueur des conducteurs"
SID006704 "Votre voiture a pu être réparée."
SID006705 "%s devra utiliser le mulet lors de la prochaine course."
SID006706 "La voiture de %s a été réparée à temps pour la course."
SID006707 "Vous n'avez pas assez de voitures pour les deux pilotes. Voulez-vous laisser %s conduire la voiture de %s durant la course ? Dans ce cas, %s ne pourra courir."
SID006708 "Vous avez déjà produit le maximum de quatre voitures pour cette saison. Si vous construisez une nouvelle voiture, la plus endommagée devra être détruite pour faire de la place. Désirez-vous continuer ?"
SID006709 "Vous avez déjà produit le maximum de quatre voitures pour cette saison. Si vous construisez une nouvelle voiture, la plus endommagée devra être détruite pour faire de la place. Désirez-vous continuer ?"
SID006710 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006711 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006712 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006713 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006714 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006715 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006716 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006717 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006718 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006719 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006720 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006721 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006722 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006723 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006724 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006725 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006726 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006727 "Voulez-vous annuler ce projet de conception ? Dans ce cas, tous les progrès effectués seront perdus. Voulez-vous continuer ?"
SID006728 "Annuler le projet"
SID006729 "Annuler le projet"
SID006730 "Annuler le projet"
SID006731 "Annuler le projet"
